Liquid Conductivity,Total Concentration,CPP,section,stick,x_lo,x_hi,y_lo,y_hi,default_color,effective_center_x,effective_center_y,top_depth,bottom_depth,mid_depth,top_angle,side_angle,top_depth_adj,bottom_depth_adj,mid_depth_adj,concentration_<12,concentration_<10,concentration_<9,concentration_<8,concentration_<6,concentration_<4
1.45,203.588785619998,4.48833034111311,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.87897817686155,156.87897817686155,156.87897817686155,27.81977619748942,30.452979490761543,156.89630043974083,156.89630043974083,156.89630043974083,561.0,557.0,556.0,556.0,551.0,532.0
1.43,172.790723843854,6.77966101694915,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.87936430524115,156.87936430524115,156.87936430524115,27.81977619748942,30.452979490761543,156.89668656812043,156.89668656812043,156.89668656812043,413.0,413.0,413.0,411.0,403.0,385.0
1.46,235.221101553626,3.13807531380753,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.87968441553863,156.87968441553863,156.87968441553863,27.81977619748942,30.452979490761543,156.8970066784179,156.8970066784179,156.8970066784179,481.0,478.0,476.0,475.0,472.0,463.0
1.43,161.901121455129,4.15754923413567,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88006302737793,156.88006302737793,156.88006302737793,27.81977619748942,30.452979490761543,156.8973852902572,156.8973852902572,156.8973852902572,457.0,457.0,457.0,455.0,452.0,438.0
1.43,181.334952716351,5.17241379310345,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88036373682206,156.88036373682206,156.88036373682206,27.81977619748942,30.452979490761543,156.89768599970134,156.89768599970134,156.89768599970134,466.0,464.0,463.0,461.0,456.0,440.0
1.43,177.833348048348,4.4362292051756,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88067941806636,156.88067941806636,156.88067941806636,27.81977619748942,30.452979490761543,156.89800168094564,156.89800168094564,156.89800168094564,543.0,541.0,541.0,539.0,534.0,517.0
1.43,64.4505459823319,0.99009900990099,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8810539150729,156.8810539150729,156.8810539150729,27.81977619748942,30.452979490761543,156.89837617795217,156.89837617795217,156.89837617795217,405.0,404.0,404.0,404.0,403.0,400.0
1.4,224.142499264123,4.88888888888889,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88129571204522,156.88129571204522,156.88129571204522,27.81977619748942,30.452979490761543,156.8986179749245,156.8986179749245,156.8986179749245,453.0,450.0,448.0,445.0,440.0,428.0
1.39,201.653095356311,4.7713717693837,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8816913182636,156.8816913182636,156.8816913182636,27.81977619748942,30.452979490761543,156.89901358114287,156.89901358114287,156.89901358114287,503.0,503.0,502.0,501.0,493.0,479.0
1.39,168.615775360075,5.65217391304348,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88199710347632,156.88199710347632,156.88199710347632,27.81977619748942,30.452979490761543,156.8993193663556,156.8993193663556,156.8993193663556,460.0,460.0,460.0,457.0,455.0,434.0
1.36,212.570502056839,3.90804597701149,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88239413787434,156.88239413787434,156.88239413787434,27.81977619748942,30.452979490761543,156.89971640075362,156.89971640075362,156.89971640075362,436.0,435.0,432.0,430.0,426.0,418.0
1.39,221.598182642879,4.29447852760736,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88269650268825,156.88269650268825,156.88269650268825,27.81977619748942,30.452979490761543,156.90001876556752,156.90001876556752,156.90001876556752,492.0,489.0,489.0,487.0,481.0,468.0
1.39,221.222425088942,4.72972972972973,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8829984869493,156.8829984869493,156.8829984869493,27.81977619748942,30.452979490761543,156.90032074982858,156.90032074982858,156.90032074982858,447.0,444.0,442.0,441.0,438.0,423.0
1.35,225.100234768485,4.91493383742911,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88339753333508,156.88339753333508,156.88339753333508,27.81977619748942,30.452979490761543,156.90071979621436,156.90071979621436,156.90071979621436,531.0,529.0,528.0,525.0,521.0,503.0
1.33,299.017057869697,6.35838150289017,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8837921182706,156.8837921182706,156.8837921182706,27.81977619748942,30.452979490761543,156.90111438114988,156.90111438114988,156.90111438114988,520.0,519.0,519.0,514.0,510.0,486.0
1.31,196.164177284211,4.58515283842795,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88409978670217,156.88409978670217,156.88409978670217,27.81977619748942,30.452979490761543,156.90142204958144,156.90142204958144,156.90142204958144,460.0,458.0,455.0,454.0,451.0,437.0
1.35,360.305781064229,5.2064631956912,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8844935467647,156.8844935467647,156.8844935467647,27.81977619748942,30.452979490761543,156.90181580964398,156.90181580964398,156.90181580964398,560.0,557.0,556.0,551.0,546.0,528.0
1.45,155.399819857761,4.87179487179487,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88489267920752,156.88489267920752,156.88489267920752,27.81977619748942,30.452979490761543,156.9022149420868,156.9022149420868,156.9022149420868,392.0,390.0,389.0,388.0,383.0,371.0
1.56,181.962462047653,5.28375733855186,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88529737878733,156.88529737878733,156.88529737878733,27.81977619748942,30.452979490761543,156.9026196416666,156.9026196416666,156.9026196416666,512.0,511.0,510.0,510.0,505.0,484.0
1.64,217.981926915101,4.08858603066439,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88578160058228,156.88578160058228,156.88578160058228,27.81977619748942,30.452979490761543,156.90310386346155,156.90310386346155,156.90310386346155,588.0,587.0,587.0,583.0,579.0,563.0
1.7,246.377598167676,4.38871473354232,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8862330951765,156.8862330951765,156.8862330951765,27.81977619748942,30.452979490761543,156.90355535805577,156.90355535805577,156.90355535805577,644.0,638.0,637.0,632.0,630.0,610.0
1.64,157.69669076534,4.84739676840215,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88660250740003,156.88660250740003,156.88660250740003,27.81977619748942,30.452979490761543,156.9039247702793,156.9039247702793,156.9039247702793,562.0,557.0,557.0,555.0,549.0,530.0
1.64,190.684380549659,5.34979423868313,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8869661811353,156.8869661811353,156.8869661811353,27.81977619748942,30.452979490761543,156.90428844401458,156.90428844401458,156.90428844401458,487.0,486.0,486.0,483.0,478.0,460.0
1.56,237.240534314015,4.92424242424242,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88735628085715,156.88735628085715,156.88735628085715,27.81977619748942,30.452979490761543,156.90467854373642,156.90467854373642,156.90467854373642,528.0,528.0,527.0,523.0,517.0,502.0
1.53,172.783909811726,5.16528925619835,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.887757042078,156.887757042078,156.887757042078,27.81977619748942,30.452979490761543,156.90507930495727,156.90507930495727,156.90507930495727,485.0,484.0,484.0,481.0,478.0,459.0
1.48,241.858822559118,4.85981308411215,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88816872798438,156.88816872798438,156.88816872798438,27.81977619748942,30.452979490761543,156.90549099086365,156.90549099086365,156.90549099086365,536.0,535.0,533.0,532.0,526.0,509.0
1.48,169.595637166248,3.76984126984127,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8884981994699,156.8884981994699,156.8884981994699,27.81977619748942,30.452979490761543,156.90582046234917,156.90582046234917,156.90582046234917,506.0,504.0,504.0,502.0,497.0,485.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88886619724983,156.88886619724983,156.88886619724983,27.81977619748942,30.452979490761543,156.9061884601291,156.9061884601291,156.9061884601291,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88935168105886,156.88935168105886,156.88935168105886,27.81977619748942,30.452979490761543,156.90667394393813,156.90667394393813,156.90667394393813,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.88975015829263,156.88975015829263,156.88975015829263,27.81977619748942,30.452979490761543,156.9070724211719,156.9070724211719,156.9070724211719,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89007013644274,156.89007013644274,156.89007013644274,27.81977619748942,30.452979490761543,156.90739239932202,156.90739239932202,156.90739239932202,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89046121793916,156.89046121793916,156.89046121793916,27.81977619748942,30.452979490761543,156.90778348081844,156.90778348081844,156.90778348081844,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89077152637358,156.89077152637358,156.89077152637358,27.81977619748942,30.452979490761543,156.90809378925286,156.90809378925286,156.90809378925286,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89115480666803,156.89115480666803,156.89115480666803,27.81977619748942,30.452979490761543,156.9084770695473,156.9084770695473,156.9084770695473,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89156512940713,156.89156512940713,156.89156512940713,27.81977619748942,30.452979490761543,156.9088873922864,156.9088873922864,156.9088873922864,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8918703263371,156.8918703263371,156.8918703263371,27.81977619748942,30.452979490761543,156.9091925892164,156.9091925892164,156.9091925892164,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8922632452754,156.8922632452754,156.8922632452754,27.81977619748942,30.452979490761543,156.90958550815466,156.90958550815466,156.90958550815466,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8926573861824,156.8926573861824,156.8926573861824,27.81977619748942,30.452979490761543,156.90997964906168,156.90997964906168,156.90997964906168,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89297120551933,156.89297120551933,156.89297120551933,27.81977619748942,30.452979490761543,156.9102934683986,156.9102934683986,156.9102934683986,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89326538707022,156.89326538707022,156.89326538707022,27.81977619748942,30.452979490761543,156.9105876499495,156.9105876499495,156.9105876499495,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8937442988025,156.8937442988025,156.8937442988025,27.81977619748942,30.452979490761543,156.91106656168176,156.91106656168176,156.91106656168176,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89413333201904,156.89413333201904,156.89413333201904,27.81977619748942,30.452979490761543,156.9114555948983,156.9114555948983,156.9114555948983,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89444567676813,156.89444567676813,156.89444567676813,27.81977619748942,30.452979490761543,156.9117679396474,156.9117679396474,156.9117679396474,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89485549766675,156.89485549766675,156.89485549766675,27.81977619748942,30.452979490761543,156.91217776054603,156.91217776054603,156.91217776054603,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8952359108501,156.8952359108501,156.8952359108501,27.81977619748942,30.452979490761543,156.91255817372937,156.91255817372937,156.91255817372937,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8955408811188,156.8955408811188,156.8955408811188,27.81977619748942,30.452979490761543,156.91286314399807,156.91286314399807,156.91286314399807,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89585130668502,156.89585130668502,156.89585130668502,27.81977619748942,30.452979490761543,156.9131735695643,156.9131735695643,156.9131735695643,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89624818926256,156.89624818926256,156.89624818926256,27.81977619748942,30.452979490761543,156.91357045214184,156.91357045214184,156.91357045214184,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.8966347301126,156.8966347301126,156.8966347301126,27.81977619748942,30.452979490761543,156.91395699299187,156.91395699299187,156.91395699299187,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89694253075947,156.89694253075947,156.89694253075947,27.81977619748942,30.452979490761543,156.91426479363875,156.91426479363875,156.91426479363875,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89723865088214,156.89723865088214,156.89723865088214,27.81977619748942,30.452979490761543,156.91456091376142,156.91456091376142,156.91456091376142,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89755618865485,156.89755618865485,156.89755618865485,27.81977619748942,30.452979490761543,156.91487845153412,156.91487845153412,156.91487845153412,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89793946554894,156.89793946554894,156.89793946554894,27.81977619748942,30.452979490761543,156.91526172842822,156.91526172842822,156.91526172842822,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89824632465337,156.89824632465337,156.89824632465337,27.81977619748942,30.452979490761543,156.91556858753265,156.91556858753265,156.91556858753265,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89864758273225,156.89864758273225,156.89864758273225,27.81977619748942,30.452979490761543,156.91596984561153,156.91596984561153,156.91596984561153,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89903330857143,156.89903330857143,156.89903330857143,27.81977619748942,30.452979490761543,156.9163555714507,156.9163555714507,156.9163555714507,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89933609351272,156.89933609351272,156.89933609351272,27.81977619748942,30.452979490761543,156.916658356392,156.916658356392,156.916658356392,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.89964522443435,156.89964522443435,156.89964522443435,27.81977619748942,30.452979490761543,156.91696748731363,156.91696748731363,156.91696748731363,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90004922412356,156.90004922412356,156.90004922412356,27.81977619748942,30.452979490761543,156.91737148700284,156.91737148700284,156.91737148700284,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90045160254064,156.90045160254064,156.90045160254064,27.81977619748942,30.452979490761543,156.91777386541992,156.91777386541992,156.91777386541992,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90083995623428,156.90083995623428,156.90083995623428,27.81977619748942,30.452979490761543,156.91816221911355,156.91816221911355,156.91816221911355,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90114304024118,156.90114304024118,156.90114304024118,27.81977619748942,30.452979490761543,156.91846530312046,156.91846530312046,156.91846530312046,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90143475719668,156.90143475719668,156.90143475719668,27.81977619748942,30.452979490761543,156.91875702007596,156.91875702007596,156.91875702007596,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90175277145596,156.90175277145596,156.90175277145596,27.81977619748942,30.452979490761543,156.91907503433524,156.91907503433524,156.91907503433524,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90213884486624,156.90213884486624,156.90213884486624,27.81977619748942,30.452979490761543,156.91946110774552,156.91946110774552,156.91946110774552,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90245693661382,156.90245693661382,156.90245693661382,27.81977619748942,30.452979490761543,156.9197791994931,156.9197791994931,156.9197791994931,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90283990349997,156.90283990349997,156.90283990349997,27.81977619748942,30.452979490761543,156.92016216637924,156.92016216637924,156.92016216637924,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90315327498055,156.90315327498055,156.90315327498055,27.81977619748942,30.452979490761543,156.92047553785983,156.92047553785983,156.92047553785983,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90354798505118,156.90354798505118,156.90354798505118,27.81977619748942,30.452979490761543,156.92087024793045,156.92087024793045,156.92087024793045,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90395698567426,156.90395698567426,156.90395698567426,27.81977619748942,30.452979490761543,156.92127924855353,156.92127924855353,156.92127924855353,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90435152862216,156.90435152862216,156.90435152862216,27.81977619748942,30.452979490761543,156.92167379150143,156.92167379150143,156.92167379150143,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90474191014778,156.90474191014778,156.90474191014778,27.81977619748942,30.452979490761543,156.92206417302705,156.92206417302705,156.92206417302705,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90505586991634,156.90505586991634,156.90505586991634,27.81977619748942,30.452979490761543,156.92237813279561,156.92237813279561,156.92237813279561,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90545698019125,156.90545698019125,156.90545698019125,27.81977619748942,30.452979490761543,156.92277924307052,156.92277924307052,156.92277924307052,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9058470765956,156.9058470765956,156.9058470765956,27.81977619748942,30.452979490761543,156.92316933947487,156.92316933947487,156.92316933947487,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90617187458534,156.90617187458534,156.90617187458534,27.81977619748942,30.452979490761543,156.92349413746462,156.92349413746462,156.92349413746462,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90649553059023,156.90649553059023,156.90649553059023,27.81977619748942,30.452979490761543,156.9238177934695,156.9238177934695,156.9238177934695,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.906881724656,156.906881724656,156.906881724656,27.81977619748942,30.452979490761543,156.92420398753526,156.92420398753526,156.92420398753526,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90723648184118,156.90723648184118,156.90723648184118,27.81977619748942,30.452979490761543,156.92455874472046,156.92455874472046,156.92455874472046,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90758893275245,156.90758893275245,156.90758893275245,27.81977619748942,30.452979490761543,156.92491119563172,156.92491119563172,156.92491119563172,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90798750742118,156.90798750742118,156.90798750742118,27.81977619748942,30.452979490761543,156.92530977030046,156.92530977030046,156.92530977030046,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90838483855055,156.90838483855055,156.90838483855055,27.81977619748942,30.452979490761543,156.92570710142982,156.92570710142982,156.92570710142982,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90874186249988,156.90874186249988,156.90874186249988,27.81977619748942,30.452979490761543,156.92606412537916,156.92606412537916,156.92606412537916,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90908911580928,156.90908911580928,156.90908911580928,27.81977619748942,30.452979490761543,156.92641137868856,156.92641137868856,156.92641137868856,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90948811217532,156.90948811217532,156.90948811217532,27.81977619748942,30.452979490761543,156.9268103750546,156.9268103750546,156.9268103750546,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.90987814144077,156.90987814144077,156.90987814144077,27.81977619748942,30.452979490761543,156.92720040432005,156.92720040432005,156.92720040432005,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91017307025783,156.91017307025783,156.91017307025783,27.81977619748942,30.452979490761543,156.9274953331371,156.9274953331371,156.9274953331371,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91049678552042,156.91049678552042,156.91049678552042,27.81977619748942,30.452979490761543,156.9278190483997,156.9278190483997,156.9278190483997,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91089460706982,156.91089460706982,156.91089460706982,27.81977619748942,30.452979490761543,156.9282168699491,156.9282168699491,156.9282168699491,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91127247990897,156.91127247990897,156.91127247990897,27.81977619748942,30.452979490761543,156.92859474278825,156.92859474278825,156.92859474278825,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9116023580009,156.9116023580009,156.9116023580009,27.81977619748942,30.452979490761543,156.92892462088017,156.92892462088017,156.92892462088017,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91196921688297,156.91196921688297,156.91196921688297,27.81977619748942,30.452979490761543,156.92929147976224,156.92929147976224,156.92929147976224,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91229759199737,156.91229759199737,156.91229759199737,27.81977619748942,30.452979490761543,156.92961985487665,156.92961985487665,156.92961985487665,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91269533139624,156.91269533139624,156.91269533139624,27.81977619748942,30.452979490761543,156.9300175942755,156.9300175942755,156.9300175942755,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91309873573223,156.91309873573223,156.91309873573223,27.81977619748942,30.452979490761543,156.9304209986115,156.9304209986115,156.9304209986115,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9134715445134,156.9134715445134,156.9134715445134,27.81977619748942,30.452979490761543,156.9307938073927,156.9307938073927,156.9307938073927,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.913779505064,156.913779505064,156.913779505064,27.81977619748942,30.452979490761543,156.9311017679433,156.9311017679433,156.9311017679433,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9141075092721,156.9141075092721,156.9141075092721,27.81977619748942,30.452979490761543,156.93142977215138,156.93142977215138,156.93142977215138,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91440960390207,156.91440960390207,156.91440960390207,27.81977619748942,30.452979490761543,156.93173186678135,156.93173186678135,156.93173186678135,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9148142166082,156.9148142166082,156.9148142166082,27.81977619748942,30.452979490761543,156.93213647948747,156.93213647948747,156.93213647948747,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9152113535723,156.9152113535723,156.9152113535723,27.81977619748942,30.452979490761543,156.93253361645156,156.93253361645156,156.93253361645156,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9156219842798,156.9156219842798,156.9156219842798,27.81977619748942,30.452979490761543,156.93294424715907,156.93294424715907,156.93294424715907,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91600876858104,156.91600876858104,156.91600876858104,27.81977619748942,30.452979490761543,156.9333310314603,156.9333310314603,156.9333310314603,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.91647673390938,156.91647673390938,156.91647673390938,27.81977619748942,30.452979490761543,156.93379899678865,156.93379899678865,156.93379899678865,0.0,0.0,0.0,0.0,0.0,0.0
,,,230_4,stick1,0.0,0.03,0.0,0.032,5.0,0.015,0.016,156.9168074169871,156.9168074169871,156.9168074169871,27.81977619748942,30.452979490761543,156.93412967986637,156.93412967986637,156.93412967986637,0.0,0.0,0.0,0.0,0.0,0.0
